text,label
"Greetings, would you approve the purchase request in the internal system. Thank you.",legit
"hi, yoUr user acCount will* bE loCked unless yOu vAlidAte yoUr p.A.s.S.W.O.r.d ImMediatEly. Thanks.",phish
ConfiRm your idEntiTy To reSTore fUll accouNt acCess.,phish
"Dear team, Your request has been processed according to company policy. Sincerely.",legit
"Dear team, The backup process finished without any errors. Sincerely.",legit
The system update will be deployed after business hours. Sincerely.,legit
"Dear team, payroll update failed. Re-enter your credentials within 24 hours. Thanks.",phish
Security alert: unusual login detected.  Verify  your a.c.c.o.u.n.t now.,phish
The backup process finished without any errors.,legit
"Hi, Your request has been processed according to company policy.",legit
YOur mailBOX hAs exceeDeD itS limIt. LOG iN to! UpGradE storagE.,phish
immediate resPonse reQuiRed to aVoid service... terMiNAtion.,phish
You  have woN  A prize. pRoVidE your  personaL  infOrMation  To clAIM it noW.,phish
"hello, Failure To act Now WiLL result in a.c.c.o.u.n.T sUSpensioN. thank YoU.",phish
"DeAr teaM, Payroll u.p.d.a.t.e fAILed. Re-eNteR your! CREdentials wiTHin 24 hOuRs. siNcerelY.",phish
"DeAr team, The* SecuRity teaM will REviEw The inciDent repOrT todaY. BeSt regArds.",legit
PLease review the atTached report aNd senD yOuR feedBack bY... toMorROW.,legit
please review the included report and send your feedback by tomorrow.,legit
Please review the enclosed report and send your feedback by next day.,legit
kindly review the included report and send your feedback by within 24 hours.,legit
Your mailbOx haS EXCEeDed its LImIT. lOg in to upgrAde  stOrage.,phish
immediate response reqUiREd~ To avoid sErvicE terminaTion.,phish
YoUR maILBoX  has exceeDed its limit. Log in to uPgradE storage.,phish
"HeLLO, payroll u p d a T e faIled.  Re-enTer Your cReDentiAlS wIthin 24 hours. BeSt regards.",phish
"hEllo, You hAvE wON a  prIZe. provIdE youR pErsOnAl iNfOrmATION tO ClaIm it Now.  ThAnk you.",phish
pAYroll uPDate FAileD. Re-entER yoUr credentialS— within 24 hOurs.,phish
Confirm  your identity to  restore full profile  access.,phish
Kindly confirm!! the meeting agenda and participants.,legit
"grEEtIngs, The SEcurity tEam wilL reVieW thE inciDenT rEPort TodaY.· sinceReLY.",legit
"Dear teAm, faILure to act noW will REsult in accOUN7 suspEnsION. Sincerely.",phish
"Dear team, Thank you for your cooperation on this matter. Sincerely.",legit
Urgent action required! Click the link to confirm your banking details.,phish
The security team will review the incident report today.,legit
"Please review the attached report, send your feedback by tomorrow. Regards., Greetings",legit
URgEnt Action required! cLICK thE linK To confiRM your banking DeTAiLs.,phish
"Greetings, C l i c k here to prevent permanent account~ closure. Regards.",phish
PLEAse aPproVe~ The pUrchaSe reQuESt In The inteRNal systEm.,legit
Security alert: unusual login detected. Verify your account now.,phish
"Hi, Kindly confirm the discussion agenda and participants. Thanks.",legit
YOur aCCouN7 wilL bE sUspEndED* UnleSs yOu VEriFy yOuR lOGiN pasSwOrD imMediatELy.,phish
Payroll update failed. Re-enter your credentials within 24 hours. Sincerely.,phish
"HEllo, UrgeNt aCtiOn REquireD! CLick THe linK To~ confiRm yOur BankIng dEtAils.",phish
"Good day, Failure tO act now Will result in a.c.c.O.u.n.t suspeNsion. Thank yoU.",phish
You have won a prize. PrOVidE yOur persOnaL  information to claIm it now.,phish
Confirm your identity to restore full a c c o u n— t access.,phish
"Hello, would you check the attached report and send your feedback by tomorrow.",legit
"Dear team, Failure to act  now will result in  acc0un7 suspension. Thanks.",phish
"Good day, Can we schedule a call to discuss the audit findings? Sincerely.",legit
Please approve the purchase request in the internal system. Thank you.,legit
"Hello, Confirm Your identity tO restorE FUll a c c o u n T ACCess. SincErEly.",phish
"Hi, COnfIrm yOur identIty to rEStorE full accoUNt aCcess. THank  You.",phish
Security  alert: unusual login detected. V.e.r.i.f.y  your account now.,phish
UrgEnT actIon! REquired! vISit The LInk TO coNfirm yOuR BankIng DetailS.,phish
"Dear team, urgent* action required! tap the link to confirm your banking details. Thanks.",phish
"Hello, please do review the included document and send your feedback by tomorrow. Sincerely.",legit
"greetINgs, urgenT  actiON reQuirEd!  ClIck thE lInK  To conFirM yOuR bankiNg  detaiLS. siNcERELY.",phish
"Hello, The security team will look over the incident report today. Best regards.",legit
oPEn here tO pRevenT pErmanEnT membershiP ClosuRe. thanKs.,phish
"Greetings, Payroll upgrade failed. Re-enter your credentials within 24 hours. Regards.",phish
"Good day, Your request has been processed according to company policy.",legit
"Good day, You have won a prize. Provide your personal information to claim it now. Best regards.",phish
"Hello, ImmediAte  rEsponsE required to Avoid serviCE tErminatioN. Thank you.",phish
The backup process finished without any errors.,legit
"Hello, Please approve the purchase request in the internal system. Best regards.",legit
"Hello, Your request has been processed according to company policy. Thanks.",legit
"Greetings, follow here to prevent permanent membership closure. Best regards.",phish
Payroll upgrade failed. Re-enter your credentials within 24 hours.,phish
"Dear team, The backup process finished without any errors. Sincerely.",legit
"Hi, Can we schedule a meeting to discuss the audit findings?",legit
The system re-sync will be deployed after business hours.,legit
Your request has been processed according to company policy.,legit
"GreEtings, You hAvE wOn a priZe. PROvidE youR PErSonal INfORmatIon to ClAIm it now. THank* you.",phish
CliCK herE to preVent pErManent aCcouNT  ClosUre.,phish
The system upgrade will be deployed after business hours.,legit
You have won a prize. Provide your personal information to claim it now.,phish
You have  won a Prize. ProVIdE YouR pErsonAl iNfoRMation tO CLaim It now.,phish
Your MAilbox hAs eXceeded iTs LImit. LoG* in to UpGrAdE SToRagE.,phish
C.l.i.c.k here to  prevent  permanent accoun7 closure.,phish
SEcurItY aleRT: unusual L.o.g.I.N DetectED. VerIfy yOUr  AcCouNt noW.,phish
"Greetings, The backup process finished without any errors. Sincerely.",legit
would you review the enclosed report and send your feedback by within 24 hours.,legit
"Hi, The bAckup PrOcEsS finISHed WIthouT any erroRs.  regArdS.",legit
"Hi, Thank you for your cooperation on this matter. Thank you.",legit
The systEm updaTE  will  be depLoYEd  after  busiNess hoUrS. rEGArdS.,legit
"good DaY, ConfiRM yOUr IdentITy to reStore Full aCcount access. Sincerely.",phish
"GreetIngS, wouLd you apprOve the purchase reQuest in The internal syStem. Sincerely.",legit
The security team  will review the incident report today.,legit
"GoOD day, c L i C k HeRe to preveNt! pErMaNEnt @.c.C.O.u.n.t closurE. BeSt rEgArDs.",phish
payRoll u.p.D.a.7.e FaILeD.  Re-enter  YOur CReDEntiALs withIn 24 HoURs.,phish
sEcUrity aLERt: uNusuaL loG1n dEteCted.  authEnTICAte Your 4ccounT nOw.,phish
"Hello, participants. Best regards., Kindly confirm the meeting agenda",legit
urGent action rEquirEd! Follow the LiNk tO Confirm* yoUr banking dETails.,phish
Immediate response required to avoid service termination.,phish
"hi, folLow Here· to Prevent pErManEnT profIle closuRE. Regards.",phish
The security team will review the incident report today.,legit
"Dear Team, YOur  mAiLbox Has eXceeded its limit. Log in to upgrAde sToragE.",phish
pleASe approve the purchase request  in the inteRnal  systeM.,legit
"GreEtings, CAN we schedule a CaLl to discuss the AuDit fiNdINGs? regarDs.",legit
"GReetings, PAyroll updAte faIled. Re-Enter your credenTiAls  within 24  hoUrS. SinceRElY.",phish
Can we schedule a meeting to discuss the audit findings?,legit
"Hello, Security alert:!! unusual login detected. V e r i f y your @cc0un7 now. Sincerely.",phish
"Hi, Failure to act now will result in account suspension. Thank you.",phish
The backup process finished without any errors.,legit
"Greetings, The backup process finished without any errors.",legit
Security alert: unusual login detected. Verify your account now.,phish
kinDly  aPproVe  thE puRcHAse requeSt In the iNternAl system.,legit
"HeLlo, CaN we sCHedule a meeting! To dIScuss the audiT FindiNgs? REgards.",legit
The security team will review the incident document today.,legit
CoNfirM yOUr  IdentiTY to rEstORe fuLl account accesS. thAnKS.,phish
Please approve the purchase request in the internal system.,legit
Can we schedule a meeting to discuss the audit findings?,legit
Security aleRt: unusuaL l0gin detectEd.  V.e.r.I.F.y Your Account now.,phish
FaiLuRe tO act now wILl result in A C c o u n T Suspension.,phish
would you approve the purchase request in the internal system.,legit
Kindly confirm the meeting agenda and participants.,legit
yOUr maiLbOx hAs eXCeedEd its liMit. LOg In to UpgradE stORagE.,phish
"Greetings, please do approve the purchase request in the internal system. Thanks.",legit
The security team will review the incident document today.,legit
would you approve the purchase request in the internal system.,legit
"Dear team, would you inspect the enclosed report and send your feedback by by!! tomorrow. Thanks.",legit
"Hello, Kindly confirm the meeting agenda and participants. Sincerely.",legit
Can we sCHedule a meetIng To dIscUss ThE audIt findIngS? Best~ regARds.,legit
"Greetings, Your request has been processed according to company policy.",legit
Please approve the purchase request in the internal system.,legit
Urgent AcTion required! Click tHe link to conFirm your banking· detAilS.,phish
The system update will be deployed after business hours.,legit
the! system updatE will Be dePloYEd AFtEr business hoURs.,legit
"hElLo, CoNfiRM yOur iDEntity to reSTore full accouNt accEsS.— THanKS.",phish
The system refresh will be deployed after business hours.,legit
"HELlO, yOur accoUnT wiLl be* DisaBled unlEss yoU cOnFirm YOur p4ssword immeDiatEly. BeSt regARdS.",phish
oPeN HerE to PrEveNt permaNEnt Acc0unT cLosure.,phish
The server maintenance has been completed successfully.,legit
Your maiLbox Has  ExcEEdED itS  Limit. LOG In  to upGraDe sTORAgE.  sinCerEly.,phish
YoUr a c c o U n!! t will be DisaBLed UNlesS you verify yoUr password immediately.,phish
"Hi, UrGENT acTioN rEqUired! folloW The lInk To conFirM yOUr bAnkIng detaiLs.~",phish
Payroll update· failed. Re-enter your credentials within 24 hours.,phish
The serVer MAintenancE hAS BeeN completED sUcCessfullY.,legit
"Hi,  ConFIrM your idEntity to  restore fuLl  accoUnT acCeSs. THAnkS.",phish
"Good day, The security team will evaluate the incident file today.",legit
"Greetings, The security team will review the incident report today.",legit
Urgent actIon rEQUired!· ClICK thE link to conFirm youR banKiNg DeTAils.,phish
"Dear team,  payroll renew failed. Re-enter  your credentials within  24 hours. Thank you.",phish
"HI, UrgEnT ActioN* reqUired! vIsit ThE liNK tO COnFirM YOUr banKing detailS. BeSt REgards.",phish
"hI, FailuRe to act now WiLL REsULt in A.c.C.O.U.N.t* SuspEnsion. Regards.",phish
Kindly confirm the meeting agenda and participants.,legit
paymEnt upgrAde faIled. Re-enter your cRedentiaLs wIthiN  24 HourS. ThANKs.,phish
You have won a Prize. PrOvide YOur PeRSonaL infORMaTIOn... tO CLaiM it NOw.,phish
"dear Team,  uRgeNt action rEQuiRed! CLick the linK to  cOnfirm yoUr  Banking details.  RegArds.",phish
"hello, confIrm YoUR idenTitY to rEstore full a c C O u n t accesS. thank you.",phish
"HI, YoUR  mailBOx has  eXceeDeD iTS Limit.  log in to UpGRadE StOrage.",phish
Can we schedule a meeting to discuss the audit findings?,legit
"DeAR TEaM, YOur mailBOx has exceEdeD iTS limit. Log In TO upGraDe storage. ThaNk You.",phish
wAges UPdAte failed. Re-enter Your cReDentIals within 24 hOuRs.* thanK you.,phish
security alert: unusuAl  loGin Detected. VERIfY your A.c.c.o.U.N.t now.,phish
The system renew will be deployed after business hours.,legit
youR accounT will bE SuspEnDED Unless You v E r~ i F y YouR l.o.g.i.n PasSword immEdiATElY.,phish
Payroll  u.p.D.a.t.e failed. Re-enter YoUr CredenTiaLs witHin 24 houRs. SiNcerely.,phish
Can we schedule a discussion to discuss the audit findings?,legit
compensation u p d  a  t e failed. Re-enter your credentials  within 24 hours.,phish
You have won a prize. Provide your personal information to claim it now....,phish
"HELlo, faIlure TO aCt noW wilL  Result iN ACcOUNT suspEnsioN. RegarDs.",phish
"Good day, Please approve the purchase request in the internal system.",legit
Security alert:... unusual l.o.g.i.n detected. Verify your account now.,phish
You have· won a prize. Provide your personal information to claim it now.,phish
"DEaR teaM, YOUr AccOUnt  wIll Be susPended unLEss  you VeriFy  yoUr  PA$sW0rd  ImmEdiAtelY. rEgarDS.",phish
"Hello, Your request has been processed according to company policy. Sincerely.",legit
The security team will review the incident report today.,legit
The~ sERVer maiNtenance has BEen cOmpleted sUccEssfully. thaNk you.,legit
Can we schedule a meeting to discuss the audit findings?,legit
The system upd47e will be* deployed after business hours.,legit
"Hello,  Your usEr a.c.c.o.u.n.t will be suspended unleSS  yoU verifY your passcOde immediatelY.",phish
payroll update... failed. Re-enter your credentials within 24 hours.,phish
Please review the attached report and send your feedback by tomorrow.,legit
coNFIRm Your ideNtitY TO rEsTore fulL~ A.c.C.o.u.N.t aCcess.,phish
ThanK  you for yoUR coopErATiOn on  thiS  maTTER.,legit
Asap acTion Required! c l i c K  tHe linK to confirM Your banking DetaILS.,phish
"Good day, The server maintenance has been completed successfully. Sincerely.",legit
immeDiate RespoNse requireD  to avoid servIce teRMinATiOn.,phish
IMMediatE ReSPonse ReqUIred to aVoid ServIce! teRmination.,phish
Your mailbox has exceeded its limit. Log in to upgrade storage.,phish
your Mailbox has EXCeeded itS Limit. LoG in to uPgraDe storaGe.,phish
The security team will* inspect the incident report today.,legit
PLeASe approve  ThE purchaSE  rEqUEst in  ThE internaL systEm. Best RegaRds.,legit
Click here to prevent permanent account closure.,phish
"GooD day, UrgEnT actiON reQuired! CliCk tHe link To~ cOnfirm yoUR Banking DetAIls. THank you.",phish
Payroll refresH failed. Re-enTer Your credentials within 24* hours.,phish
The server maintenance has been completed successfully.,legit
"Hello, The server maintenance has been completed successfully. Thanks.",legit
"Good day, follow here to prevent permanent access!! closure. Regards.",phish
"Good day, Your request has been processed according to company policy. Thanks.",legit
Kindly confirm the meeting agenda and participants.,legit
Urgent action required! C.l.i.c.k  the link to  confirm your  banking  details.,phish
kinDLy conFirm the SEsSion agenda and participAnTs. BEst RegaRds.,legit
Your request has been processed according to company policy.,legit
The backup process finished without any errors.,legit
"Greetings, Failure to act now will result in account suspension. Thank you.",phish
"Hello,  ImmeDiate respONse rEquired to avoid servIcE teRminaTion. Best regarDS.",phish
"Dear team, The system renew will be deployed after business hours.",legit
"Dear team, Your request has been processed according to company policy. Sincerely.",legit
Urgent Action Required! CLick the link to cOnFirm!! your banKinG detAils.,phish
faILuRe to aCt Now wilL reSult In 4CcoUn7 suspeNsIoN.,phish
"Dear!! Team, ConfiRm YoUr identity To restOre full account accesS. Best regarDs.",phish
ASaP actiON~ rEquirEd! c.l.i.c.k the link tO COnfirM YouR baNkiNG dETailS. Best regaRds.,phish
"Good day, Please review the attached report and send your feedback by tomorrow. Best regards.",legit
"Hi, Failure to act now will result in· a.c.c.o.u.n.t suspension. Regards.",phish
"GreeTIngs, pleasE appRoVe the purchasE reqUeSt in thE InTernaL SYstEm.",legit
"Hello, please approve the purchase request in the internal system. Thanks.",legit
"Dear TEaM, ImMeDiaTe rEspoNse requireD to!! avoid servIce termination. BesT rEgarDS.",phish
"Good day, The security team will look over the incident file today. Best regards.",legit
Can we schedule a meeting to discuss the audit findings? Thank you.,legit
Thank you for your cooperation on this matter. Thanks.,legit
"Hi, You have won a prize. Provide your personal~ information to claim it now. Thanks.",phish
"HEllo, Payroll UpdAte failed. RE-eNTer— Your credEnTiAls witHin 24 hoURs.",phish
"Good day, UrgeNt Action required! CLick tHe link to confirM your* bankIng deTaIls. Best regaRds.",phish
Your account will— be suspended unless you verify your password immediately.,phish
Thank You for* yOur coOperaTion on tHiS MattEr.,legit
"Good day, The security team will review the incident report today.",legit
"Dear team, Please review the attached report and send your feedback by tomorrow. Thanks.",legit
pAyrOll upd@73 fAILeD. re-enTer yoUr crEDentials Within  24 HOURs.,phish
The security team will review the incident analysis today.,legit
"Dear team, Security alert: unusual l o g i n detected. V.e.r.i.f.y your~ account now. Best regards.",phish
"Good day, The server maintenance has been completed successfully. Thank you.",legit
youR acc0Un7 wilL bE suspendeD unless yoU V.e.r.i.f.y Your password ImmedIately.,phish
"Hello, Security alert: unusual access detected. Verify your account now. Best regards.",phish
"Hi, You have won a prize. Provide your personal  information to claim it now. Sincerely.",phish
"HI, Urgent acTioN reqUirED! CLiCk The LiNk to coNfIrm your banking* DETaIlS. Best regarDs.",phish
"Good daY, CoNfirM your IdentitY to resTore  full profilE  Access.  Regards.",phish
Payroll update fAILEd. Re-ENTeR your cRedEntials* WithIn 24 hoUrs.,phish
your maiLbox HaS eXCeeDed iTS liMiT. Log in to upgrAde sToraGe.,phish
please do look over the included summary and send your feedback by by tomorrow. Best regards.,legit
Kindly confirm the meeting agenda and participants.,legit
"Good daY, The systeM re-syNc will bE depLOyed after BUsinEss! hours. Thank you.",legit
could you approve the purchase request in the internal system.,legit
PaYRoll U.P.D.a.t.E faIled. rE-EntEr!! YOur crEdentials wITHIN 24 hoUrs. SInceReLY.,phish
Kindly confirm the meeting agenda and participants.,legit
Please approve the purchase request in the internal system.,legit
secuRiTy Alert: unusual l.o.g.i.N detectED. V E r i f y youR prOfile Now.,phish
"DeaR team, URgeNt Action ReQuirEd! c.l.i.C.K the linK tO confirm Your!! banking deTaiLs. SinCerely.",phish
"GooD dAy, FaiLuRe to Act Now will result in a c C 0 u N t Suspension. Thank you.",phish
Thank you for your cooperation on this matter.,legit
Kindly confirm the call agenda and participants. Thank you.,legit
"Hi, Your request has been processed according to company policy. Regards.",legit
CoNfiRM Your IdeNTITy* to REstore fUll a.c.c.o.u.n.T accesS.,phish
The backup process finished without any errors.,legit
Can WE sChEdule a— seSsion to discuss The audiT findiNgs?,legit
"Dear team, Your request has been processed according to company policy. Regards.",legit
ConfIrm your  idEntity to  resTore full a c C o u n t  acCeSs.,phish
Please approve the purchase request in the internal system.,legit
Kindly confirm the meeting agenda and participants.,legit
"Good day, Can we schedule a meeting to discuss the audit findings? Regards.",legit
"GReetINGs, YOur MaIlbox! haS exceedEd itS limIt. Log In To upgrade StOrage.",phish
"Please review the attached report, Good day, send your feedback by tomorrow. Regards.",legit
"Dear team, The backup process finished without any errors.",legit
YOuR mAIlBox HAs ExcEEDed  ItS limIt.  log  iN  to uPgraDe sTorAge.,phish
The security team will check the incident document today.,legit
"Dear team, Urgent action required! tap the link to confirm your banking details. Thanks.",phish
"Greetings, compensation update failed. Re-enter your credentials within 24 hours. Sincerely.",phish
Thank you for your cooperation on this matter.,legit
Can we schedule a meeting to discuss the audit findings?,legit
THe  secuRity TeAm  will ReVIEw ThE INCideNt  RepoRt TODay.,legit
The security team will check the incident document today.,legit
"Hi, Can we schedule a meeting to discuss the audit findings? Thank you.",legit
"hi, aSap  aCtIon RequIred! CLicK ThE link To conFirM your bAnking details.",phish
The system update will be deployed after business hours.,legit
Security alert: unusual l.o.g.i.n detected. V.e.r.i.f.y your access now.,phish
"Good day, Please check the included report and send your feedback by tomorrow.",legit
Your request has been processed according to company policy.,legit
The system update will be deployed after business hours.,legit
urgent acTion required! ClIck tHe link tO cOnfirM yOur bankIng details.!!,phish
Confirm your iDeNTitY To rEsTorE fULl account aCcess.,phish
"GREetings, You hAve WoN A pRiZE. proViDe* yOUr PERsONal infoRmation to claIm it nOw.",phish
"GREEtIngs,* KindlY conFirm the DiscuSsion AgeNDA And pArtIciPantS. ThaNkS.",legit
SEcuRity alert: uNuSuaL l 0 g 1 N dEtECtEd. Verify— your accouNt now.,phish
The security team will review the incident report today.,legit
"Hi, PayroLL refreSh FaileD.!! Re-eNter your credEntials wIThIn 24 HOurs. THAnk you.",phish
"Hi, The security team will review the incident analysis today. Regards.",legit
"GoOD dAy, SeCurity aLert: uNUsUal  siGn In DeTecteD. coNfiRm  your  access NoW. regardS.",phish
The system update will be deployed after business hours.,legit
"good dAy, CaN  wE scHeduLe a sync tO  discuss  the audit fINDingS?  ReGardS.",legit
Confirm your identity to restore full account access.,phish
"Hello, Kindly confirm the discussion agenda and participants. Thanks.",legit
The security team will review the incident report today.,legit
You have won a prize. Provide your personal information to claim it now.,phish
Security alert: unusual login detected. V.3.r.i.f.y your· account now.,phish
The security team will— check the incident report today.,legit
Kindly confirm the meeting agenda and participants.,legit
COnfirm yOUr iDentity tO restORe full profile accESs. Sincerely.,phish
Kindly confirm the discussion agenda and participants.,legit
Failure to act now will result in account suspension.,phish
The system update will be deployed after business hours.,legit
"Good day, Thank you for your cooperation on this matter. Thanks.",legit
follow here to prevent permanent account closure.,phish
"Dear team, Confirm  your identity to restore full  a c c o  u n t access. Thank you.",phish
"Good day, Thank you for your cooperation on this matter. Thanks.",legit
Payroll update failed. Re-enter your credentials within 24 hours.,phish
THe secuRiTy TEAm wiLl ReView  the inCIdeNt rEPORt Today.,legit
Thank you for your cooperation on this matter.,legit
"Hi, The system refresh will be deployed after business hours. Thanks.",legit
"Good day, Thank you for your cooperation on this matter. Thanks.",legit
"Hi, The system update will be deployed after business hours.",legit
confirM youR identiTy to RestOre fulL aCcOunT access.,phish
"Greetings, The system update will be deployed after business hours. Sincerely.",legit
Failure to... act now will result in a.c.c.o.u.n.t suspension.,phish
Failure to Act now Will Result IN 4 c... c o u N t suSPension.,phish
The syStem re-sync wIll BE DEplOyed aFter buSiNesS Hours.,legit
"good Day,  tiMe-seNsiTIVe ActiON rEqUirEd! c.L.i.c.k  ThE lINK To  confIrm YouR BanKing detaIls. thaNk YOu.",phish
"Dear team, The security team will review the incident report today. Regards.",legit
"Hi, Failure to act now will result in a.c.c.o.u.n.t suspension. Sincerely.",phish
pLeAsE do apprOvE tHE Purchase RequEST iN the internal system. Thanks.,legit
"Hello, Can we schedule a meeting to discuss the audit findings? Regards.",legit
SecuRity aLert: unUSuaL· ACcess deteCTed. VerIFy youR A.c.c.o.u.n.t now.,phish
paYrolL U.p.D.A.T.e faIled.~ re-EnTer your credeNtiAlS WithIn 24 hoUrs.,phish
The security team will review the incident report today.,legit
"Hi, YoUr mAiLbOx Has EXCeEded its  LimiT. LOg in to upgrAde Storage. BesT  regArds.",phish
time-sensitive action required! visit the link to confirm your banking details. Best regards.,phish
ConFirm yoUr IDEntity to restOre full A.c.c.O.u.n.t acCess.,phish
"hi, CONfiRm Your IDentIty to rESTore fuLl A c c o U N T accesS. SINcerEly.",phish
"Dear team, The backup process finished without any errors. Thank you.",legit
Can we schedule a meeting to discuss the audit findings?,legit
"Greetings, Failure to act now will result in account suspension. Regards.",phish
The server maintenance has been completed successfully. Sincerely.,legit
"Kindly confirm the meeting agenda, Good day, participants. Sincerely.",legit
Security alert: unusual log in detected. re-check your· membership now.,phish
Please review the enclosed report and send your feedback by tomorrow.,legit
"Good  DaY, FaILure tO acT now wiLL rESUlt iN aCcOunt suspeNsion. thAnk yOu.",phish
"Hi, The security team will review the incident report today.",legit
PayroLl u p d* A t E faIled. re-entEr yOur cRedentiAlS WIThiN 24 hours.,phish
"GrEetings, aSap ActIOn requireD! opEn the link to confirm your banking dEtails. BEsT regards.",phish
"Hi, Urgent actIoN ReqUIreD! Tap  tHe lInk To conFIRm yOuR bAnKiNg DetailS. beSt regards.",phish
"Dear team, Kindly confirm the discussion agenda and participants. Thank you.",legit
"GrEetings, URgEnt actiOn requireD! C.l.i.C.k The Link tO conFirm yoUr BankInG dEtaILs. BEst reGards....",phish
UrgenT actiOn reqUiRed! C l i c k the liNk TO CONfirm... yoUr bankIng DEtAilS.,phish
COnfirm yOUr IdenTiTy TO restOre full a c c* O U n T acceSs.,phish
"Greetings, Can we schedule a meeting to discuss the audit findings?",legit
YouR  accoUNt  wIlL Be sUsPEnDed  unLess  You veRify Your pas5woRd ImMediately.,phish
CaN we ScHEduLe A* sYnC To dIScuSs the AudiT finDings?,legit
"GreetingS, COnfirm Your! IDeNtity to Restore full acCOunt acCeSs.",phish
The security team will review the incident report today.,legit
open!! HerE To prEVeNt permanent membershiP closure.,phish
FOllow hErE to PRevENt Permanent a.c.c.o.u.n.t! cLosURe.,phish
